Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
2654409,2654879,-1,T_RS13095,WP_000528845.1,glucosaminidase domain-containing protein,NC_004631.1
2654922,2655689,-1,T_RS13100,WP_001254133.1,TagF domain-containing protein,NC_004631.1
2655689,2659550,-1,T_RS13105,NA,type VI secretion system membrane subunit TssM,NC_004631.1
2659787,2660281,-1,T_RS13110,WP_000803074.1,T6SS effector amidase Tae4 family protein,NC_004631.1
2660278,2661062,-1,T_RS13115,NA,hypothetical protein,NC_004631.1
2661067,2662368,-1,T_RS13120,WP_000132484.1,type VI secretion system protein TssL%2C long form,NC_004631.1
2662365,2663708,-1,T_RS13125,WP_000118732.1,type VI secretion system baseplate subunit TssK,NC_004631.1
2663712,2664248,-1,T_RS13130,WP_001007105.1,type VI secretion system lipoprotein TssJ,NC_004631.1
2664315,2664800,-1,T_RS13135,WP_000312802.1,Hcp family type VI secretion system effector,NC_004631.1
2665037,2665462,-1,T_RS13140,WP_001171575.1,hypothetical protein,NC_004631.1
2665434,2665835,-1,T_RS13145,WP_001147174.1,BPSL0067 family protein,NC_004631.1
2665888,2667396,-1,T_RS13150,NA,type VI secretion system contractile sheath large subunit,NC_004631.1
2667420,2667962,-1,T_RS13155,WP_000996818.1,type VI secretion system contractile sheath small subunit,NC_004631.1
2668026,2668316,-1,T_RS13160,WP_000175184.1,hypothetical protein,NC_004631.1
2668402,2671065,-1,T_RS13170,WP_000449770.1,type VI secretion system ATPase TssH,NC_004631.1
2671433,2672335,1,T_RS13180,WP_000806676.1,type VI secretion system-associated protein TagK,NC_004631.1
2672322,2673146,1,T_RS13185,WP_000750542.1,hypothetical protein,NC_004631.1
2673143,2673637,1,T_RS13190,WP_000108006.1,type VI secretion system baseplate subunit TssE,NC_004631.1
2673653,2675536,1,T_RS13195,WP_000371490.1,type VI secretion system baseplate subunit TssF,NC_004631.1
2675533,2676528,1,T_RS13200,WP_000145233.1,type VI secretion system baseplate subunit TssG,NC_004631.1
2676539,2677593,1,T_RS13205,NA,ImpA family type VI secretion system protein,NC_004631.1
2678123,2678854,-1,T_RS13215,WP_001670675.1,DNA polymerase III subunit epsilon,NC_004631.1
2678918,2679385,1,T_RS13220,WP_000917872.1,ribonuclease HI,NC_004631.1
2679382,2680104,-1,T_RS13225,WP_000801233.1,class I SAM-dependent methyltransferase,NC_004631.1
2680139,2680894,1,T_RS13230,WP_001052766.1,hydroxyacylglutathione hydrolase,NC_004631.1
2680966,2682333,1,T_RS13235,WP_000644706.1,murein transglycosylase D,NC_004631.1
2682389,2683159,-1,T_RS13240,WP_000207227.1,class I SAM-dependent methyltransferase,NC_004631.1
2683237,2684037,-1,T_RS13245,WP_001230964.1,endonuclease/exonuclease/phosphatase family protein,NC_004631.1
2684169,2685344,-1,T_RS13250,WP_001127546.1,MFS transporter,NC_004631.1
2685449,2686363,1,T_RS13255,WP_000648539.1,DNA-binding transcriptional regulator YafC,NC_004631.1
2686384,2687187,-1,T_RS13260,WP_000154870.1,2%2C5-didehydrogluconate reductase DkgB,NC_004631.1
2693220,2695793,-1,T_RS13295,WP_001235094.1,ATP-dependent chaperone ClpB,NC_004631.1
2695923,2696654,-1,T_RS13300,WP_000992642.1,purine nucleoside phosphorylase YfiH,NC_004631.1
2696651,2697631,-1,T_RS13305,WP_000079130.1,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,NC_004631.1
2697763,2698500,1,T_RS13310,WP_000197667.1,outer membrane protein assembly factor BamD,NC_004631.1
2698772,2699110,1,T_RS13315,WP_000178449.1,ribosome-associated translation inhibitor RaiA,NC_004631.1
2699214,2699261,1,T_RS25955,WP_010989056.1,pheA operon leader peptide PheL,NC_004631.1
2699361,2700521,1,T_RS13320,WP_000200079.1,bifunctional chorismate mutase/prephenate dehydratase,NC_004631.1
2700482,2701390,-1,T_RS13325,WP_000210976.1,SMP-30/gluconolactonase/LRE family protein,NC_004631.1
2701448,2702569,-1,T_RS13330,WP_000225191.1,bifunctional chorismate mutase/prephenate dehydrogenase,NC_004631.1
2702579,2703649,-1,T_RS13335,WP_001168062.1,3-deoxy-7-phosphoheptulonate synthase AroF,NC_004631.1
2704089,2704607,1,T_RS13340,WP_001212373.1,YfiR family protein,NC_004631.1
2704600,2705820,1,T_RS13345,WP_001030993.1,diguanylate cyclase DgcN,NC_004631.1
2705977,2706324,-1,T_RS13350,WP_000065257.1,50S ribosomal protein L19,NC_004631.1
2706365,2707132,-1,T_RS13355,WP_000469802.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,NC_004631.1
2707177,2707725,-1,T_RS13360,WP_000043266.1,ribosome maturation factor RimM,NC_004631.1
2707744,2707992,-1,T_RS13365,WP_000256453.1,30S ribosomal protein S16,NC_004631.1
2708336,2709697,-1,T_RS13370,WP_000460052.1,signal recognition particle protein,NC_004631.1
2709863,2710654,1,T_RS13375,WP_001537507.1,inner membrane protein YpjD,NC_004631.1
2710674,2711960,1,T_RS13380,WP_127172650.1,HlyC/CorC family transporter,NC_004631.1
2712081,2712685,1,T_RS13385,NA,cytoplasmic protein,NC_004631.1
2712720,2713310,-1,T_RS13390,WP_001518875.1,nucleotide exchange factor GrpE,NC_004631.1
2713434,2714312,1,T_RS13395,WP_001059155.1,NAD(+) kinase,NC_004631.1
2714398,2716059,1,T_RS13400,WP_000880973.1,DNA repair protein RecN,NC_004631.1
2716208,2716546,1,T_RS13405,WP_001203445.1,outer membrane protein assembly factor BamE,NC_004631.1
2716712,2717002,-1,T_RS13410,WP_000884725.1,RnfH family protein,NC_004631.1
2716992,2717429,-1,T_RS13415,WP_001537508.1,type II toxin-antitoxin system RatA family toxin,NC_004631.1
2717618,2718100,1,T_RS13420,WP_001518569.1,SsrA-binding protein SmpB,NC_004631.1
2718720,2729594,1,T_RS13425,WP_001237648.1,Ig-like domain repeat protein,NC_004631.1
2729658,2731067,1,T_RS13430,WP_000533850.1,TolC family outer membrane protein,NC_004631.1
2731064,2733220,1,T_RS13435,WP_000196137.1,type I secretion system permease/ATPase,NC_004631.1
2733252,2734415,1,T_RS13440,WP_010989217.1,HlyD family type I secretion periplasmic adaptor subunit,NC_004631.1
2735034,2736233,1,T_RS13445,WP_000124721.1,integrase domain-containing protein,NC_004631.1
2736268,2737014,-1,T_RS13450,WP_001269066.1,hypothetical protein,NC_004631.1
2737011,2737832,-1,T_RS13455,WP_000868779.1,hypothetical protein,NC_004631.1
2738152,2738724,-1,T_RS13460,WP_000446132.1,Polarity suppression protein,NC_004631.1
2738798,2739298,-1,T_RS13465,WP_021038238.1,ogr/Delta-like zinc finger family protein,NC_004631.1
2739295,2740029,-1,T_RS13470,WP_001283036.1,hypothetical protein,NC_004631.1
2740581,2740847,1,T_RS13475,WP_001149156.1,AlpA family transcriptional regulator,NC_004631.1
2740844,2741434,1,T_RS13480,WP_000980224.1,host cell division inhibitor Icd-like protein,NC_004631.1
2741427,2741714,1,T_RS13485,WP_001244665.1,hypothetical protein,NC_004631.1
2741707,2742162,1,T_RS13490,WP_000459302.1,hypothetical protein,NC_004631.1
2742298,2742618,1,T_RS13495,WP_000856729.1,DUF5375 domain-containing protein,NC_004631.1
2742633,2744966,1,T_RS13500,WP_000783673.1,primase-like DNA-binding domain-containing protein,NC_004631.1
2745590,2746363,-1,T_RS13505,WP_000151542.1,reverse transcriptase domain-containing protein,NC_004631.1
2746332,2746505,-1,T_RS26175,WP_000380485.1,hypothetical protein,NC_004631.1
2746767,2746985,-1,T_RS13515,WP_000972389.1,ogr/Delta-like zinc finger family protein,NC_004631.1
2747076,2748176,-1,T_RS13520,WP_001011760.1,phage late control D family protein,NC_004631.1
2748173,2748658,-1,T_RS13525,WP_000980381.1,phage tail protein,NC_004631.1
2748655,2751732,-1,T_RS13530,WP_001282796.1,phage tail tape measure protein,NC_004631.1
2751725,2751844,-1,T_RS13535,WP_000763311.1,GpE family phage tail protein,NC_004631.1
2751859,2752161,-1,T_RS13540,WP_001280897.1,phage tail assembly protein,NC_004631.1
2752216,2752731,-1,T_RS13545,WP_001207656.1,phage major tail tube protein,NC_004631.1
2752741,2753913,-1,T_RS13550,WP_000046142.1,phage tail sheath protein,NC_004631.1
2754056,2754622,-1,T_RS13555,WP_000905027.1,recombinase family protein,NC_004631.1
2755306,2756421,1,T_RS13560,WP_001221113.1,salmochelin biosynthesis C-glycosyltransferase IroB,NC_004631.1
2756502,2760158,1,T_RS13565,WP_001111827.1,salmochelin/enterobactin export ABC transporter IroC,NC_004631.1
2760268,2761512,1,T_RS13570,WP_001239947.1,esterase family protein,NC_004631.1
2761544,2762461,1,T_RS13575,WP_000274373.1,alpha/beta hydrolase,NC_004631.1
2762521,2764701,-1,T_RS13580,WP_001682025.1,TonB-dependent siderophore receptor,NC_004631.1
2765215,2765548,-1,T_RS24565,NA,hypothetical protein,NC_004631.1
2765723,2766775,-1,T_RS13590,WP_001801692.1,SPI-2 type III secretion system effector PipB2,NC_004631.1
2767292,2768221,1,T_RS13595,WP_000178741.1,VirK family antimicrobial peptide resistance protein,NC_004631.1
2768515,2769411,1,T_RS13600,WP_000701509.1,antimicrobial resistance protein Mig-14,NC_004631.1
2770133,2771146,-1,T_RS13610,NA,HoxN/HupN/NixA family nickel/cobalt transporter,NC_004631.1
2771279,2772694,-1,T_RS13615,WP_000872343.1,sensor histidine kinase,NC_004631.1
2772681,2773355,-1,T_RS13620,WP_001237936.1,transcriptional regulator TctD,NC_004631.1
2773510,2774319,1,T_RS13630,WP_000744418.1,tripartite tricarboxylate transporter substrate-binding protein,NC_004631.1
2774331,2774765,1,T_RS13635,WP_001574835.1,tripartite tricarboxylate transporter TctB family protein,NC_004631.1
2774776,2776290,1,T_RS13640,WP_000382024.1,tripartite tricarboxylate transporter permease,NC_004631.1
2776593,2777570,1,T_RS13645,WP_000993092.1,glutarate dioxygenase GlaH,NC_004631.1
2777596,2778864,1,T_RS13650,WP_000271916.1,L-2-hydroxyglutarate oxidase,NC_004631.1
2778886,2780334,1,T_RS13655,WP_001176534.1,NADP-dependent succinate-semialdehyde dehydrogenase,NC_004631.1
2780349,2781632,1,T_RS13660,WP_001095643.1,4-aminobutyrate--2-oxoglutarate transaminase,NC_004631.1
2781762,2783162,1,T_RS13665,NA,GABA permease,NC_004631.1
2783204,2783881,1,T_RS13670,WP_000126152.1,DNA-binding transcriptional regulator CsiR,NC_004631.1
2783903,2784352,-1,T_RS13675,NA,peptidoglycan-binding protein LysM,NC_004631.1
2784452,2784610,-1,T_RS13680,WP_000508175.1,YqaE/Pmp3 family membrane protein,NC_004631.1
2784793,2785092,1,T_RS13685,WP_000137417.1,metalloregulator ArsR/SmtB family transcription factor,NC_004631.1
2785102,2785629,1,T_RS13690,WP_000022010.1,rhodanese family protein,NC_004631.1
2785708,2785888,1,T_RS25960,NA,hypothetical protein,NC_004631.1
2785978,2786379,-1,T_RS13700,WP_001051100.1,DNA-binding protein StpA,NC_004631.1
2787078,2787527,1,T_RS13705,WP_000492647.1,L-alanine exporter AlaE,NC_004631.1
2787562,2787912,-1,T_RS13710,WP_000281304.1,DUF2002 family protein,NC_004631.1
2788074,2788400,1,T_RS13715,WP_001519557.1,DUF883 domain-containing protein,NC_004631.1
2788484,2789818,-1,T_RS13720,NA,PLP-dependent aminotransferase family protein,NC_004631.1
2789907,2790338,1,T_RS13725,WP_000209805.1,carboxymuconolactone decarboxylase family protein,NC_004631.1
2790610,2790855,1,T_RS13735,WP_000028873.1,glutaredoxin-like protein NrdH,NC_004631.1
2790852,2791262,1,T_RS13740,WP_001275403.1,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,NC_004631.1
2791235,2793379,1,T_RS13745,WP_000201426.1,class 1b ribonucleoside-diphosphate reductase subunit alpha,NC_004631.1
2793390,2794349,1,T_RS13750,WP_000777898.1,class 1b ribonucleoside-diphosphate reductase subunit beta,NC_004631.1
2794704,2795905,1,T_RS13755,NA,glycine betaine/L-proline ABC transporter ATP-binding protein ProV,NC_004631.1
2795898,2796962,1,T_RS13760,WP_000775015.1,glycine betaine/L-proline ABC transporter permease ProW,NC_004631.1
2797032,2798027,1,T_RS13765,WP_001216613.1,glycine betaine/L-proline ABC transporter substrate-binding protein ProX,NC_004631.1
2798192,2799376,1,T_RS13770,WP_000165770.1,MFS transporter,NC_004631.1
2799873,2800403,1,T_RS13775,WP_000378431.1,transcriptional repressor MprA,NC_004631.1
2800530,2801702,1,T_RS13780,WP_001275597.1,multidrug efflux MFS transporter periplasmic adaptor subunit EmrA,NC_004631.1
2801719,2803257,1,T_RS13785,WP_001187289.1,multidrug efflux MFS transporter permease subunit EmrB,NC_004631.1
2803306,2804676,-1,T_RS13790,WP_000645128.1,carbohydrate porin,NC_004631.1
2805022,2805537,-1,T_RS13795,WP_001130194.1,S-ribosylhomocysteine lyase,NC_004631.1
2805687,2807243,-1,T_RS13800,WP_000611827.1,glutamate--cysteine ligase,NC_004631.1
2807320,2807745,-1,T_RS13805,WP_001279499.1,DedA family protein,NC_004631.1
2807742,2808308,-1,T_RS13810,WP_000271296.1,fructose-1-phosphate/6-phosphogluconate phosphatase,NC_004631.1
2809707,2809892,-1,T_RS13840,WP_000906486.1,carbon storage regulator CsrA,NC_004631.1
2810127,2812757,-1,T_RS13845,WP_000047238.1,alanine--tRNA ligase,NC_004631.1
2812993,2813493,-1,T_RS13850,WP_001294863.1,recombination regulator RecX,NC_004631.1
2813610,2814671,-1,T_RS13855,WP_000963150.1,recombinase RecA,NC_004631.1
2814756,2815253,-1,T_RS13860,WP_000132240.1,nicotinamide-nucleotide amidase,NC_004631.1
2815448,2815711,1,T_RS26510,WP_001772536.1,hypothetical protein,NC_004631.1
2815719,2816798,-1,T_RS13865,WP_000476820.1,lytic murein transglycosylase B,NC_004631.1
2817053,2817616,1,T_RS13870,WP_000573335.1,PTS glucitol/sorbitol transporter subunit IIC,NC_004631.1
2817613,2818584,1,T_RS13875,WP_000199043.1,PTS glucitol/sorbitol transporter subunit IIB,NC_004631.1
2818596,2818958,1,T_RS13880,WP_000111554.1,PTS glucitol/sorbitol transporter subunit IIA,NC_004631.1
2818970,2819749,1,T_RS13885,WP_001077371.1,sorbitol-6-phosphate dehydrogenase,NC_004631.1
2819826,2820185,1,T_RS13890,WP_000255198.1,transcriptional regulator GutM,NC_004631.1
2820384,2821157,1,T_RS13900,WP_000804536.1,glucitol operon DNA-binding transcriptional repressor SrlR,NC_004631.1
2821150,2822115,1,T_RS13905,WP_001278206.1,arabinose-5-phosphate isomerase GutQ,NC_004631.1
2822112,2823632,-1,T_RS13910,WP_000010816.1,nitric oxide reductase transcriptional regulator NorR,NC_004631.1
2823818,2825257,1,T_RS13915,WP_000025997.1,anaerobic nitric oxide reductase flavorubredoxin,NC_004631.1
2825254,2826387,1,T_RS13920,WP_000086352.1,NADH:flavorubredoxin reductase NorW,NC_004631.1
2826484,2828724,-1,T_RS13925,WP_000963417.1,carbamoyltransferase HypF,NC_004631.1
2828870,2829415,-1,T_RS13930,WP_001078791.1,electron transport protein HydN,NC_004631.1
2829616,2830425,-1,T_RS13935,WP_000936688.1,hypothetical protein,NC_004631.1
2830452,2830922,-1,T_RS13940,WP_000132980.1,hydrogenase maturation peptidase HycI,NC_004631.1
2830915,2831325,-1,T_RS13945,WP_000003725.1,formate hydrogenlyase maturation HycH family protein,NC_004631.1
2831322,2832089,-1,T_RS13950,WP_000067424.1,formate hydrogenlyase subunit HycG,NC_004631.1
2832089,2832631,-1,T_RS13955,WP_000493767.1,formate hydrogenlyase subunit HycF,NC_004631.1
2832641,2834350,-1,T_RS13960,WP_000461354.1,formate hydrogenlyase subunit HycE,NC_004631.1
2834368,2835291,-1,T_RS13965,WP_000110563.1,respiratory chain complex I subunit 1 family protein,NC_004631.1
2835294,2837120,-1,T_RS13970,WP_000097032.1,formate hydrogenlyase subunit 3,NC_004631.1
2837120,2837728,-1,T_RS13975,WP_001079164.1,formate hydrogenlyase subunit HycB,NC_004631.1
2837874,2838335,-1,T_RS13980,WP_000158074.1,formate hydrogenlyase regulator HycA,NC_004631.1
2838545,2838901,1,T_RS13985,WP_000544461.1,hydrogenase maturation nickel metallochaperone HypA,NC_004631.1
2838971,2839843,1,T_RS13990,WP_000337646.1,hydrogenase nickel incorporation protein HypB,NC_004631.1
2839834,2840106,1,T_RS13995,WP_000334871.1,hydrogenase 3 maturation protein HypC,NC_004631.1
2840106,2841227,1,T_RS14000,WP_001212958.1,hydrogenase formation protein HypD,NC_004631.1
2841224,2842234,1,T_RS14005,WP_001059959.1,hydrogenase expression/formation protein HypE,NC_004631.1
2842453,2844531,1,T_RS14010,WP_000122695.1,formate hydrogenlyase transcriptional activator FlhA,NC_004631.1
2844593,2844937,-1,T_RS14015,WP_001117938.1,nitrous oxide-stimulated promoter family protein,NC_004631.1
2845119,2846036,1,T_RS14020,WP_000182930.1,iron/manganese ABC transporter substrate-binding protein SitA,NC_004631.1
2846033,2846854,1,T_RS14025,WP_000083163.1,iron/manganese ABC transporter ATP-binding protein SitB,NC_004631.1
2846851,2847711,1,T_RS14030,WP_001104338.1,iron/manganese ABC transporter permease subunit SitC,NC_004631.1
2847702,2848550,1,T_RS14035,WP_000477918.1,iron/manganese ABC transporter permease subunit SitD,NC_004631.1
2848827,2849582,-1,T_RS14045,WP_001246664.1,transcriptional regulator SprB,NC_004631.1
2849967,2850854,-1,T_RS14050,WP_000243995.1,invasion transcriptional regulator HilC,NC_004631.1
2851200,2851652,-1,T_RS14055,WP_000612184.1,type III secretion system effector protein OrgC,NC_004631.1
2851668,2852339,-1,T_RS14060,WP_000916657.1,type III secretion system linker protein OrgB,NC_004631.1
2852296,2852895,-1,T_RS14065,WP_077905072.1,oxygen-regulated invasion protein OrgA,NC_004631.1
2852867,2853625,-1,T_RS14070,WP_000621241.1,type III secretion system inner membrane ring lipoprotein PrgK,NC_004631.1
2853622,2853927,-1,T_RS14075,WP_000020428.1,type III secretion system inner rod protein PrgJ,NC_004631.1
2853946,2854188,-1,T_RS14080,WP_001143299.1,type III secretion system needle filament protein PrgI,NC_004631.1
2854213,2855391,-1,T_RS14085,WP_000450189.1,type III secretion system inner membrane ring protein PrgH,NC_004631.1
2855707,2856636,1,T_RS14090,WP_000432696.1,transcriptional regulator HilD,NC_004631.1
2857723,2859384,1,T_RS14095,WP_001120092.1,transcriptional regulator HilA,NC_004631.1
2859402,2859884,1,T_RS14100,WP_000558926.1,SPI-1 type III secretion system invasion protein IagB,NC_004631.1
2859938,2861569,-1,T_RS14105,WP_000946989.1,SPI-1 type III secretion system effector GTPase-activating protein SptP,NC_004631.1
2861556,2861948,-1,T_RS14110,WP_001147850.1,chaperone SicP,NC_004631.1
2861975,2862235,-1,T_RS14115,WP_000692253.1,hypothetical protein,NC_004631.1
2862279,2862527,-1,T_RS14120,WP_001055579.1,acyl carrier protein,NC_004631.1
2862546,2864603,-1,T_RS14125,WP_000258814.1,SPI-1 type III secretion system effector SipA,NC_004631.1
2864622,2865644,-1,T_RS14130,WP_000932243.1,SPI-1 type III secretion system needle tip complex protein SipD,NC_004631.1
2865714,2866943,-1,T_RS14135,WP_000909023.1,SPI-1 type III secretion system needle tip complex protein SipC,NC_004631.1
2866971,2868752,-1,T_RS14140,WP_000245782.1,SPI-1 type III secretion system needle tip complex protein SipB,NC_004631.1
2868755,2869252,-1,T_RS14145,WP_000386309.1,SycD/LcrH family type III secretion system chaperone SicA,NC_004631.1
2869390,2870460,-1,T_RS14150,WP_000097721.1,SPI-1 type III secretion system export apparatus protein SpaS,NC_004631.1
2870447,2871238,-1,T_RS14155,WP_000964941.1,SPI-1 type III secretion system export apparatus protein SpaR,NC_004631.1
2871242,2871502,-1,T_RS14160,WP_000342503.1,SPI-1 type III secretion system export apparatus protein SpaQ,NC_004631.1
2871528,2872202,-1,T_RS14165,WP_000526019.1,SPI-1 type III secretion system export apparatus protein SpaP,NC_004631.1
2872192,2873103,-1,T_RS14170,WP_000058738.1,SPI-1 type III secretion system protein SpaO,NC_004631.1
2873103,2874113,-1,T_RS14175,WP_000503113.1,SPI-1 type III secretion system protein SpaN,NC_004631.1
2874113,2874556,-1,T_RS14180,WP_000555884.1,SPI-1 type III secretion system protein SpaM,NC_004631.1
2874534,2875829,-1,T_RS14185,WP_000856766.1,SctN family type III secretion system ATPase InvC,NC_004631.1
2875826,2876233,-1,T_RS14190,WP_001164066.1,SPI-1 type III secretion system chaperone SpaK,NC_004631.1
2876257,2878314,-1,T_RS14195,WP_000927219.1,type III secretion system export apparatus protein InvA,NC_004631.1
2878339,2879457,-1,T_RS14200,WP_000612166.1,type III secretion system gatekeeper InvE,NC_004631.1
2879454,2881142,-1,T_RS14205,WP_000848103.1,type III secretion system outer membrane ring protein InvG,NC_004631.1
2881139,2881789,-1,T_RS14210,WP_001674874.1,type III secretion system transcriptional activator InvF,NC_004631.1
2882245,2882688,1,T_RS14215,WP_000715096.1,SPI-1 type III secretion system invasion lipoprotein InvH,NC_004631.1
2883092,2883292,1,T_RS14220,NA,transposase,NC_004631.1
2883562,2883852,1,T_RS14225,WP_000855694.1,DUF1778 domain-containing protein,NC_004631.1
2883849,2884376,1,T_RS14230,WP_000971655.1,GNAT family N-acetyltransferase,NC_004631.1
2884449,2884870,-1,T_RS25555,NA,IS5/IS1182 family transposase,NC_004631.1
2885097,2885753,1,T_RS14240,WP_000420463.1,protein-serine/threonine phosphatase,NC_004631.1
